school_name.x,asian,black,english_language_learners,hispanic,other_race,poverty,students_with_disabilities,white,school_number,grade,mean_scale_score,latitude,longitude,any_lead_free_buildings,number_of_outlets_result_less,number_of_outlets_result_greater,number_of_outlets,county,school_district,lead_percent,minority,largest,race
P.S. 178 - Dr. Selman Waksman,0.0204,0.6253,0.0428,0.2729,0.0224,0.7882,0.2464,0.0591,X178,All Grades,296,-73.833468277,40.877255779,No,115,15,130,Bronx,NYC DOE,0.11538461538461539,Minority,0.6253,Black
M.S. 180 Dr. Daniel Hale Williams,0.0377,0.6781,0.0137,0.2489,0.0114,0.6804,0.1792,0.024,X180,All Grades,300,-73.833760714,40.873656231,No,91,14,105,Bronx,NYC DOE,0.13333333333333333,Minority,0.6781,Black
I.S. 181 Pablo Casals,0.0515,0.6586,0.0183,0.2474,0.0092,0.764,0.2291,0.0332,X181,All Grades,297,-73.833728277,40.876054267,No,61,3,64,Bronx,NYC DOE,0.046875,Minority,0.6586,Black
Cornerstone Academy for Social Action,0.0074,0.5542,0.0468,0.3941,0.0197,0.8744,0.1749,0.0246,X189,All Grades,296,-73.830529675,40.883218135,No,156,2,158,Bronx,NYC DOE,0.012658227848101266,Minority,0.5542,Black
PS/MS 194,0.3121,0.0751,0.1633,0.5484,0.0159,1,0.1474,0.0484,X194,All Grades,302,-73.846474732,40.834816333,No,190,4,194,Bronx,NYC DOE,0.020618556701030927,Minority,0.5484,Hispanic
The Forward School,0.0161,0.629,0.0565,0.2903,0.0524,0.8952,0.2702,0.0121,X287,All Grades,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.629,Black
The Young Scholars Academy of The Bronx,0.0283,0.7075,0.0755,0.2421,0.0157,0.7516,0.2484,0.0063,X289,All Grades,266,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7075,Black
Bronx Green Middle School,0.0797,0.2246,0.1763,0.5966,0.0097,0.9324,0.244,0.0894,X326,All Grades,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5966,Hispanic
Bronx Alliance Middle School,0.0296,0.6207,0.0837,0.3054,0.0246,1,0.2414,0.0197,X355,All Grades,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6207,Black
Young Voices Academy of the Bronx,0.0958,0.1437,0.2216,0.6347,0.006,0.8263,0.1138,0.1198,X357,All Grades,309,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6347,Hispanic
School of Diplomacy,0.0513,0.5427,0.1709,0.3504,0.0171,0.9402,0.312,0.0385,X370,All Grades,273,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5427,Black
Cornerstone Academy for Social Action Middle Schoo,0.004,0.6482,0.0435,0.332,0,0.8063,0.1858,0.0158,X462,All Grades,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6482,Black
Pelham Academy of Academics and Community Engageme,0.089,0.1958,0.1039,0.6172,0.0059,0.8398,0.1988,0.092,X468,All Grades,294,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6172,Hispanic
PS/MS 11X498 - VAN NEST ACADEMY,0.0756,0.1168,0.0498,0.6718,0.0069,0.7801,0.1787,0.1289,X498,All Grades,312,-73.857861333,40.844387719,No,163,11,174,Bronx,NYC DOE,0.06321839080459771,Minority,0.6718,Hispanic
One World Middle School at Edenwald,0.0181,0.6012,0.0725,0.3353,0.0302,1,0.2326,0.0151,X529,All Grades,296,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6012,Black
Baychester Middle School,0.0348,0.662,0.0418,0.2787,0.0209,1,0.23,0.0035,X532,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.662,Black
Bronx Park Middle School,0.0494,0.321,0.158,0.5605,0.0074,0.7753,0.2074,0.0617,X556,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5605,Hispanic
Pelham Gardens Middle School,0.028,0.6659,0.0733,0.278,0.0151,1,0.2328,0.0129,X566,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6659,Black
Linden Tree Elementary School,0.1415,0.1509,0.184,0.6509,0.0236,1,0.1179,0.033,X567,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6509,Hispanic
P.S. 006 West Farms,0.0081,0.2617,0.1034,0.7205,0.0081,0.9758,0.1696,0.0016,X006,All Grades,286,-73.88147488,40.840547095,No,78,1,79,Bronx,NYC DOE,0.012658227848101266,Minority,0.7205,Hispanic
P.S. 044 David C. Farragut,0.0062,0.3415,0.1138,0.6308,0.0092,0.9477,0.2,0.0123,X044,All Grades,286,-73.890765345,40.842446249,No,62,9,71,Bronx,NYC DOE,0.1267605633802817,Minority,0.6308,Hispanic
P.S. 047 John Randolph,0.0995,0.1849,0.2623,0.6717,0.0264,0.9604,0.1391,0.0176,X047,All Grades,281,-73.867026903,40.832861627,No,69,1,70,Bronx,NYC DOE,0.014285714285714285,Minority,0.6717,Hispanic
P.S. 057 Crescent,0.0037,0.2578,0.1215,0.709,0.0239,1,0.2192,0.0055,X057,All Grades,277,-73.888557761,40.8485125,No,60,1,61,Bronx,NYC DOE,0.01639344262295082,Minority,0.709,Hispanic
P.S. 061 Francisco Oller,0.0056,0.2213,0.0588,0.7647,0.0084,0.9552,0.1989,0,X061,All Grades,283,-73.892798382,40.836577569,No,64,14,78,Bronx,NYC DOE,0.1794871794871795,Minority,0.7647,Hispanic
P.S. 066 School of Higher Expectations,0.0014,0.2697,0.1328,0.7109,0.0028,1,0.2033,0.0152,X066,All Grades,278,-73.88681486,40.831084644,No,71,2,73,Bronx,NYC DOE,0.0273972602739726,Minority,0.7109,Hispanic
P.S. 067 Mohegan School,0.0046,0.2622,0.0838,0.7241,0.0076,1,0.1997,0.0015,X067,All Grades,293,-73.884667564,40.84405726,No,51,5,56,Bronx,NYC DOE,0.08928571428571429,Minority,0.7241,Hispanic
P.S. 092 Bronx,0.0143,0.1783,0.2049,0.7869,0.0102,0.9529,0.1926,0.0102,X092,All Grades,275,-73.889253277,40.846402289,No,63,11,74,Bronx,NYC DOE,0.14864864864864866,Minority,0.7869,Hispanic
J.H.S. 098 Herman Ridder,0.0116,0.30620000000000003,0.2442,0.6589,0.0039,0.9457,0.2674,0.0194,X098,All Grades,275,-73.890529742,40.83591603,No,64,24,88,Bronx,NYC DOE,0.2727272727272727,Minority,0.6589,Hispanic
M.S. 129 Academy for Independent Learning and Lead,0.0269,0.3208,0.2079,0.6344,0.0036,0.8817,0.2742,0.0143,X129,All Grades,286,-73.886369226,40.845741295,No,190,11,201,Bronx,NYC DOE,0.05472636815920398,Minority,0.6344,Hispanic
P.S. 134 George F. Bristow,0.0074,0.4598,0.1086,0.506,0.0015,0.9524,0.1339,0.0253,X134,All Grades,278,-73.894796446,40.831464667,No,115,10,125,Bronx,NYC DOE,0.08,Minority,0.506,Hispanic
P.S. 150 Charles James Fox,0.0086,0.1953,0.2285,0.7758,0.0097,0.9378,0.1835,0.0107,X150,All Grades,288,-73.894353062,40.826348079,No,140,0,140,Bronx,NYC DOE,0,Minority,0.7758,Hispanic
E.S.M.T- I.S. 190,0.0161,0.2621,0.0766,0.7137,0,0.8911,0.2218,0.0081,X190,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7137,Hispanic
P.S. 195,0.0279,0.1851,0.243,0.7725,0.0114,1,0.1965,0.0031,X195,All Grades,264,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7725,Hispanic
P.S. 196,0.0082,0.1798,0.2543,0.7671,0.0368,1,0.1593,0.0082,X196,All Grades,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7671,Hispanic
P.S. 211,0.0016,0.1322,0.2532,0.8583,0.0048,0.9459,0.1943,0.0032,X211,All Grades,286,-73.893326584,40.848408231,No,43,9,52,Bronx,NYC DOE,0.17307692307692307,Minority,0.8583,Hispanic
P.S. 212,0.0119,0.3698,0.2266,0.5924,0.0159,0.9165,0.159,0.0099,X212,All Grades,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5924,Hispanic
P.S. 214,0.0202,0.2476,0.1089,0.6975,0.0183,0.8921,0.1696,0.0164,X214,All Grades,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6975,Hispanic
School of Performing Arts,0.0118,0.2832,0.1799,0.6844,0.0147,0.8319,0.292,0.0059,X217,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6844,Hispanic
Mott Hall V,0.0433,0.1973,0.1076,0.7339,0.0149,0.8655,0.2227,0.0105,X242,All Grades,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7339,Hispanic
Bronx Latin,0.0201,0.2216,0.1447,0.7546,0.0037,0.9231,0.2363,0,X267,All Grades,282,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7546,Hispanic
East Bronx Academy for the Future,0.0227,0.2751,0.1149,0.6942,0.0049,0.9126,0.2848,0.0032,X271,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6942,Hispanic
Frederick Douglass Academy V. Middle School,0.0147,0.3223,0.0842,0.6447,0,0.9341,0.2674,0.0183,X273,All Grades,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6447,Hispanic
Fannie Lou Hamer Middle School,0.0075,0.2622,0.1685,0.7116,0.0112,1,0.2397,0.0075,X286,All Grades,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7116,Hispanic
The School of Science and Applied Learning,0.0063,0.3891,0.15,0.5969,0.0016,0.8953,0.2313,0.0063,X300,All Grades,277,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5969,Hispanic
Fairmont Neighborhood School,0,0.381,0.1667,0.5992,0.0079,0.8849,0.2302,0.0119,X314,All Grades,261,-73.854207551,40.901628982,No,41,3,44,Bronx,NYC DOE,0.06818181818181818,Minority,0.5992,Hispanic
Kappa III,0.0172,0.3152,0.0946,0.6418,0.0086,0.8797,0.2206,0.0172,X316,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6418,Hispanic
"I.S. X318 Math, Science & Technology Through Arts",0,0.2927,0.1646,0.6768,0,0.9146,0.2439,0.0305,X318,All Grades,274,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6768,Hispanic
Accion Academy,0.0263,0.2961,0.1711,0.6645,0.0066,0.8618,0.3421,0.0066,X341,All Grades,279,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6645,Hispanic
Urban Assembly School for Wildlife Conservation,0.0193,0.2452,0.0911,0.7075,0.0105,1,0.2084,0.0175,X372,All Grades,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7075,Hispanic
Emolior Academy,0.0207,0.2697,0.1826,0.6473,0.0498,0.8423,0.2448,0.0124,X383,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6473,Hispanic
Entrada Academy,0.0103,0.1541,0.3356,0.8151,0.0068,0.9349,0.2021,0.0137,X384,All Grades,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.8151,Hispanic
Urban Scholars Community School,0.0064,0.449,0.1306,0.535,0.0032,0.9682,0.2261,0.0064,X463,All Grades,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.535,Hispanic
Archer Elementary School,0.0968,0.2661,0.2359,0.6008,0.0242,1,0.2218,0.0121,X531,All Grades,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6008,Hispanic
PS 536,0.0523,0.2257,0.2328,0.6888,0.0261,1,0.1591,0.0071,X536,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6888,Hispanic
Bronx Little School,0.1089,0.1983,0.0894,0.6676,0.0168,0.9078,0.2067,0.0084,X691,All Grades,283,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6676,Hispanic
P.S. 003 The Bedford Village,0.1126,0.7194,0.0889,0.0988,0.0395,0.8874,0.0968,0.0296,K003,All Grades,282,-73.955347848,40.682629646,No,97,12,109,Kings,NYC DOE,0.11009174311926606,Minority,0.7194,Black
P.S. 008 Robert Fulton,0.0591,0.1545,0.0261,0.1159,0.0716,0.1523,0.1466,0.5989,K008,All Grades,324,-73.993163617,40.700807036,No,85,4,89,Kings,NYC DOE,0.0449438202247191,White,0.5989,White
P.S. 009 Teunis G. Bergen,0.0678,0.4925,0.0389,0.1244,0.0578,0.4673,0.1721,0.2575,K009,All Grades,313,-73.965586504,40.678289172,No,150,9,159,Kings,NYC DOE,0.05660377358490566,Minority,0.4925,Black
P.S. 011 Purvis J. Behan,0.0399,0.6837,0.0199,0.1071,0.0436,0.4807,0.1046,0.1258,K011,All Grades,339,-73.966287558,40.68550426,No,136,8,144,Kings,NYC DOE,0.05555555555555555,Minority,0.6837,Black
P.S. 020 Clinton Hill,0.0424,0.5782,0.0265,0.1804,0.0398,0.618,0.1777,0.1592,K020,All Grades,303,-73.971414923,40.691020924,No,151,2,153,Kings,NYC DOE,0.013071895424836602,Minority,0.5782,Black
P.S. 044 Marcus Garvey,0.0192,0.8506,0.023,0.0843,0.0077,0.9464,0.1762,0.0383,K044,All Grades,288,-73.941007322,40.68650962,No,136,6,142,Kings,NYC DOE,0.04225352112676056,Minority,0.8506,Black
P.S. 046 Edward C. Blum,0.0075,0.4787,0.1178,0.4862,0.015,0.9048,0.2105,0.0125,K046,All Grades,288,-73.97116761,40.694485076,No,119,2,121,Kings,NYC DOE,0.01652892561983471,Minority,0.4862,Hispanic
P.S. 054 Samuel C. Barnes,0.0242,0.5524,0.1089,0.3911,0.0242,0.8468,0.1613,0.0081,K054,All Grades,265,-73.952969051,40.69279426,No,71,4,75,Kings,NYC DOE,0.05333333333333334,Minority,0.5524,Black
P.S. 056 Lewis H. Latimer,0.0261,0.8174,0.0261,0.1043,0.0174,0.8174,0.1652,0.0348,K056,All Grades,286,-73.960640738,40.685017653,No,106,11,117,Kings,NYC DOE,0.09401709401709402,Minority,0.8174,Black
P.S. 067 Charles A. Dorsey,0.0726,0.5256,0.0769,0.3547,0.0256,0.9872,0.2863,0.0214,K067,All Grades,281,-73.978017187,40.694560895,No,55,2,57,Kings,NYC DOE,0.03508771929824561,Minority,0.5256,Black
P.S. 093 William H. Prescott,0.1993,0.719,0.098,0.0359,0.0131,0.9575,0.1569,0.0327,K093,All Grades,291,-73.946858019,40.678629957,No,68,2,70,Kings,NYC DOE,0.02857142857142857,Minority,0.719,Black
M.S. 113 Ronald Edmonds Learning Center,0.0461,0.7234,0.0603,0.1986,0.0106,0.8227,0.211,0.0213,K113,All Grades,274,-73.970986551,40.688508908,No,92,10,102,Kings,NYC DOE,0.09803921568627451,Minority,0.7234,Black
P.S. 133 William A. Butler,0.0161,0.3071,0.0321,0.3125,0.0625,1,0.1411,0.3018,K133,All Grades,306,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.3125,Hispanic
P.S. 256 Benjamin Banneker,0.0153,0.7187,0.104,0.2599,0,0.9602,0.1529,0.0061,K256,All Grades,301,-73.949839848,40.690746587,No,126,3,129,Kings,NYC DOE,0.023255813953488372,Minority,0.7187,Black
Dr. Susan S. McKinney Secondary School of the Arts,0.0119,0.7221,0.0404,0.2399,0.0214,0.8005,0.2138,0.0048,K265,All Grades,272,-73.975685622,40.696374378,No,68,11,79,Kings,NYC DOE,0.13924050632911392,Minority,0.7221,Black
M.S. K266 - Park Place Community Middle School,0.0077,0.6769,0,0.2846,0.0154,0.8231,0.2846,0.0154,K266,All Grades,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6769,Black
P.S. 270 Johann DeKalb,0.0392,0.7255,0.085,0.1961,0.0065,0.9216,0.2092,0.0327,K270,All Grades,291,-73.961940093,40.692783391,No,89,4,93,Kings,NYC DOE,0.043010752688172046,Minority,0.7255,Black
P.S. 282 Park Slope,0.0269,0.6054,0.0301,0.2495,0.0172,0.6452,0.1237,0.1011,K282,All Grades,298,-73.97736025,40.676401182,No,112,15,127,Kings,NYC DOE,0.11811023622047244,Minority,0.6054,Black
P.S. 287 Bailey K. Ashford,0.0603,0.6784,0.0151,0.2161,0.0251,0.9146,0.1608,0.0201,K287,All Grades,271,-73.980578718,40.697846162,No,124,10,134,Kings,NYC DOE,0.07462686567164178,Minority,0.6784,Black
Satellite East Middle School,0.1092,0.7395,0.1345,0.1176,0.0168,0.9496,0.2857,0.0168,K301,All Grades,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7395,Black
P.S. 305 Dr. Peter Ray,0.0585,0.7766,0.0904,0.1064,0.0319,0.9043,0.1543,0.0266,K305,All Grades,278,-73.945317264,40.686021587,No,84,4,88,Kings,NYC DOE,0.045454545454545456,Minority,0.7766,Black
P.S. 307 Daniel Hale Williams,0.0315,0.5884,0.0242,0.2809,0.0291,0.8475,0.2906,0.0702,K307,All Grades,287,-73.981759972,40.701376527,No,116,12,128,Kings,NYC DOE,0.09375,Minority,0.5884,Black
Satellite West Middle School,0.0481,0.5769,0.0385,0.3462,0.0192,0.8846,0.3269,0.0096,K313,All Grades,301,-73.988624385,40.694721905,No,117,3,120,Kings,NYC DOE,0.025,Minority,0.5769,Black
The Urban Assembly Unison School,0.0851,0.7394,0.1117,0.1543,0.0053,0.8883,0.234,0.016,K351,All Grades,272,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7394,Black
Academy of Arts and Letters,0.0628,0.4494,0.004,0.1538,0.0607,0.3259,0.1538,0.2733,K492,All Grades,316,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.4494,Black
Urban Assembly Institute of Math and Science for Y,0.0319,0.7383,0.0277,0.1468,0.0234,0.8191,0.1681,0.0596,K527,All Grades,287,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7383,Black
Fort Greene Preparatory Academy,0.0247,0.7037,0.0617,0.2428,0.0123,0.823,0.2058,0.0165,K691,All Grades,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7037,Black
P.S. 016 Leonard Dunkly,0,0.2563,0.105,0.7185,0.0084,1,0.2521,0.0168,K016,All Grades,283,-73.961936229,40.705717756,No,154,6,160,Kings,NYC DOE,0.0375,Minority,0.7185,Hispanic
P.S. 017 Henry D. Woodworth,0.0193,0.0547,0.1383,0.8328,0.0096,1,0.2862,0.0836,K017,All Grades,308,-73.956888927,40.715435127,No,72,3,75,Kings,NYC DOE,0.04,Minority,0.8328,Hispanic
P.S. 018 Edward Bush,0.0052,0.1406,0.2135,0.849,0,0.8802,0.2135,0.0052,K018,All Grades,294,-73.946885401,40.710623406,No,41,4,45,Kings,NYC DOE,0.08888888888888889,Minority,0.849,Hispanic
P.S. 023 Carter G. Woodson,0.0067,0.5354,0.1044,0.4343,0.0034,1,0.2593,0.0202,K023,All Grades,281,-73.947766762,40.694044347,No,129,4,133,Kings,NYC DOE,0.03007518796992481,Minority,0.5354,Black
P.S. 031 Samuel F. Dupont,0.0915,0.0482,0.0658,0.4575,0.0128,0.7175,0.1252,0.39,K031,All Grades,329,-73.95399287,40.726682633,No,60,22,82,Kings,NYC DOE,0.2682926829268293,Minority,0.4575,Hispanic
P.S. 034 Oliver H. Perry,0.0391,0.041,0.1367,0.1816,0.0039,1,0.125,0.7344,K034,All Grades,321,-73.949630086,40.726128677,No,28,0,28,Kings,NYC DOE,0,White,0.7344,White
J.H.S. 050 John D. Wells,0.0087,0.131,0.2795,0.8384,0,0.7948,0.3013,0.0218,K050,All Grades,286,-73.960012766,40.711605516,No,99,4,103,Kings,NYC DOE,0.038834951456310676,Minority,0.8384,Hispanic
P.S. 059 William Floyd,0,0.4708,0.1108,0.4985,0.0092,1,0.1846,0.0215,K059,All Grades,288,-73.943848295,40.697823614,No,118,5,123,Kings,NYC DOE,0.04065040650406504,Minority,0.4985,Hispanic
Juan Morel Campos Secondary School,0.0087,0.1546,0.2254,0.7962,0.0058,1,0.3295,0.0347,K071,All Grades,275,-73.953116564,40.703648647,No,87,13,100,Kings,NYC DOE,0.13,Minority,0.7962,Hispanic
P.S. 084 Jose De Diego,0.0277,0.0292,0.1781,0.6292,0.0365,1,0.1547,0.2774,K084,All Grades,295,-73.963020677,40.714806593,No,139,14,153,Kings,NYC DOE,0.0915032679738562,Minority,0.6292,Hispanic
P.S. 110 The Monitor,0.0426,0.0551,0.1203,0.2682,0.0326,0.406,0.1203,0.6015,K110,All Grades,312,-73.942228624,40.723619144,No,28,0,28,Kings,NYC DOE,0,White,0.6015,White
P.S. 120 Carlos Tapia,0.0277,0.1191,0.166,0.8362,0.0085,1,0.1872,0.0085,K120,All Grades,298,-73.938842942,40.700946731,No,110,9,119,Kings,NYC DOE,0.07563025210084033,Minority,0.8362,Hispanic
John Ericsson Middle School 126,0.0189,0.2138,0.1132,0.6384,0.0094,0.7579,0.2767,0.1195,K126,All Grades,282,-73.948617504,40.719775725,No,81,9,90,Kings,NYC DOE,0.1,Minority,0.6384,Hispanic
P.S. 132 The Conselyea School,0.0678,0.1582,0.0706,0.411,0.0085,1,0.0876,0.3545,K132,All Grades,314,-73.946108332,40.71473584,No,132,3,135,Kings,NYC DOE,0.022222222222222223,Minority,0.411,Hispanic
P.S. 147 Isaac Remsen,0.0209,0.2613,0.0906,0.6585,0.007,0.8955,0.1777,0.0523,K147,All Grades,295,-73.939463567,40.705577464,No,102,11,113,Kings,NYC DOE,0.09734513274336283,Minority,0.6585,Hispanic
P.S./I.S. 157 The Benjamin Franklin Health & Scien,0.0055,0.1679,0.19,0.81,0.0018,1,0.262,0.0148,K157,All Grades,277,-73.95957484,40.695285321,No,81,7,88,Kings,NYC DOE,0.07954545454545454,Minority,0.81,Hispanic
P.S. 196 Ten Eyck,0.003,0.1982,0.1021,0.7748,0.015,0.8649,0.2703,0.009,K196,All Grades,294,-73.93998607,40.708749918,No,68,5,73,Kings,NYC DOE,0.0684931506849315,Minority,0.7748,Hispanic
P.S. 250 George H. Lindsay,0.1218,0.1092,0.1457,0.7437,0.0028,1,0.1289,0.0224,K250,All Grades,292,-73.945457434,40.707066594,No,121,8,129,Kings,NYC DOE,0.06201550387596899,Minority,0.7437,Hispanic
P.S. 257 John F. Hylan,0.0162,0.2121,0.1605,0.7526,0.0015,1,0.2798,0.0177,K257,All Grades,296,-73.942096221,40.702278305,No,130,5,135,Kings,NYC DOE,0.037037037037037035,Minority,0.7526,Hispanic
P.S. 297 Abraham Stockton,0.0127,0.4388,0.1013,0.4979,0.0253,1,0.2068,0.0253,K297,All Grades,281,-73.947748238,40.697762627,No,94,21,115,Kings,NYC DOE,0.1826086956521739,Minority,0.4979,Hispanic
I.S. 318 Eugenio Maria De Hostos,0.0685,0.1823,0.0523,0.6067,0.0037,1,0.1618,0.1388,K318,All Grades,297,-73.948016115,40.703043614,No,94,13,107,Kings,NYC DOE,0.12149532710280374,Minority,0.6067,Hispanic
P.S. 380 John Wayne Elementary,0.0106,0.152,0.231,0.769,0.003,1,0.2295,0.0653,K380,All Grades,312,-73.952932007,40.702331358,No,140,8,148,Kings,NYC DOE,0.05405405405405406,Minority,0.769,Hispanic
Brooklyn Arbor Elementary School,0.0229,0.0344,0.0849,0.6674,0.0161,0.695,0.195,0.2592,K414,All Grades,305,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6674,Hispanic
Conselyea Preparatory School,0.0241,0.0402,0.0301,0.6044,0.004,1,0.1667,0.3273,K577,All Grades,307,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6044,Hispanic
M.S. 582,0,0.2387,0.0782,0.7243,0.0206,1,0.3539,0.0165,K582,All Grades,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.7243,Hispanic
Lyons Community School,0.0115,0.3865,0.1269,0.5788,0.0038,0.8654,0.2365,0.0192,K586,All Grades,259,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.5788,Hispanic
Young Women's Leadership School of Brooklyn,0.0289,0.6184,0.0263,0.3237,0.0237,0.7763,0.1711,0.0053,K614,All Grades,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,Minority,0.6184,Black
P.S. 001 The Bergen,0.0767,0.0094,0.4166,0.8818,0.0031,1,0.177,0.029,K001,All Grades,297,-74.012539626,40.649222468,No,120,1,121,Kings,NYC DOE,0.008264462809917356,Minority,0.8818,Hispanic
"Magnet School of Math, Science and Design Technolo",0.0629,0.0875,0.0328,0.3209,0.0456,1,0.1887,0.4831,K010,All Grades,322,-73.986499352,40.661040919,No,78,18,96,Kings,NYC DOE,0.1875,Minority,0.4831,White
P.S. 015 Patrick F. Daly,0.0154,0.304,0.0551,0.5176,0.0286,1,0.315,0.1344,K015,All Grades,301,-74.011367435,40.67715774,No,117,8,125,Kings,NYC DOE,0.064,Minority,0.5176,Hispanic
P.S. 024,0.0435,0.0056,0.4621,0.9073,0.0028,0.9326,0.1545,0.0407,K024,All Grades,289,-74.004744909,40.65270104,No,143,14,157,Kings,NYC DOE,0.08917197452229299,Minority,0.9073,Hispanic
P.S. 029 John M. Harrigan,0.0626,0.0366,0.0331,0.117,0.0556,0.1028,0.1017,0.7281,K029,All Grades,333,-73.997982782,40.687037372,No,72,1,73,Kings,NYC DOE,0.0136986301369863,White,0.7281,White
P.S. 032 Samuel Mills Sprole,0.0849,0.2402,0.0518,0.2692,0.0166,0.4803,0.2588,0.3892,K032,All Grades,324,-73.991914895,40.680444774,No,92,4,96,Kings,NYC DOE,0.041666666666666664,Minority,0.3892,White
P.S. 038 The Pacific,0.1148,0.3685,0.0667,0.3093,0.0167,0.5963,0.1741,0.1907,K038,All Grades,323,-73.982552872,40.685207659,No,106,6,112,Kings,NYC DOE,0.05357142857142857,Minority,0.3685,Black
P.S. 039 Henry Bristow,0.0784,0.0711,0.0294,0.1103,0.0196,0.1446,0.1397,0.7206,K039,All Grades,339,-73.983245842,40.668809847,No,18,0,18,Kings,NYC DOE,0,White,0.7206,White
M.S. 51 William Alexander,0.1202,0.1024,0.0232,0.1772,0.0134,0.2102,0.1612,0.5868,K051,All Grades,340,-73.984064457,40.671920346,No,71,11,82,Kings,NYC DOE,0.13414634146341464,White,0.5868,White
P.S. 058 The Carroll,0.0554,0.0349,0.0524,0.1181,0.0873,0.115,0.1294,0.7043,K058,All Grades,334,-73.994920184,40.680180145,No,123,7,130,Kings,NYC DOE,0.05384615384615385,White,0.7043,White
J.H.S. 088 Peter Rouget,0.1853,0.1166,0.1398,0.5935,0.0064,0.8011,0.2524,0.0982,K088,All Grades,305,-73.987544024,40.660134096,No,107,29,136,Kings,NYC DOE,0.21323529411764705,Minority,0.5935,Hispanic
P.S. 094 The Henry Longfellow,0.5842,0.0053,0.6194,0.3932,0.0013,0.9668,0.0796,0.0159,K094,All Grades,315,-74.008433272,40.643506267,No,72,3,75,Kings,NYC DOE,0.04,Minority,0.5842,Asian
P.S. 107 John W. Kimball,0.056,0.0578,0.0088,0.1103,0.0228,0.0736,0.1086,0.7531,K107,All Grades,339,-73.981419612,40.663056646,No,65,0,65,Kings,NYC DOE,0,White,0.7531,White
The Maurice Sendak Community School,0.0888,0.071,0,0.1183,0.1302,0.0888,0.1006,0.5917,K118,All Grades,349,NA,NA,NA,NA,NA,NA,NA,NA,NA,White,0.5917,White
P.S. 124 Silas B. Dutcher,0.2283,0.0751,0.2052,0.5347,0.0173,1,0.1387,0.1445,K124,All Grades,308,-73.990856196,40.667619563,No,30,8,38,Kings,NYC DOE,0.21052631578947367,Minority,0.5347,Hispanic
